Reporting Area,MMWR Year,MMWR Week,"Salmonella Paratyphi infection§, Current week","Salmonella Paratyphi infection§, Current week, flag","Salmonella Paratyphi infection§, Previous 52 weeks Max†","Salmonella Paratyphi infection§, Previous 52 weeks Max†, flag","Salmonella Paratyphi infection§, Cum 2019†","Salmonella Paratyphi infection§, Cum 2019†, flag","Salmonella Paratyphi infection§, Cum 2018†","Salmonella Paratyphi infection§, Cum 2018†, flag","Salmonella Typhi infection¶, Current week","Salmonella Typhi infection¶, Current week, flag","Salmonella Typhi infection¶,Previous 52 weeks Max†","Salmonella Typhi infection¶,Previous 52 weeks Max†, flag","Salmonella Typhi infection, Cum 2019†","Salmonella Typhi infection, Cum 2019†, flag","Salmonella Typhi infection, Cum 2018†","Salmonella Typhi infection, Cum 2018†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2018†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**, Cum 2018†, flag",Location 1,Location 2
MISSISSIPPI,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,14,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,5,,,NN,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,8,,,NC,88,,,NN,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2019,10,,-,,NC,1,,,NN,,-,,NC,1,,,NN,2,,,NC,98,,,NN,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
NEW JERSEY,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
INDIANA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
VERMONT,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,5,,,NC,26,,,NN,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,23,,,NN,"COLORADO
(38.841772, -106.132562)",
NEBRASKA,2019,10,,-,,NC,,-,,NN,1,,,NC,1,,,NN,1,,,NC,1,,,NN,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2019,10,,-,,NC,,-,,NN,,-,,NC,1,,,NN,2,,,NC,139,,,NN,"ARIZONA
(34.869712, -111.760902)",
TEXAS,2019,10,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,33,,,NN,"TEXAS
(31.827233, -99.423022)",
MINNESOTA,2019,10,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
US RESIDENTS,2019,11,,-,,NC,9,,,NN,,-,,NC,21,,,NN,97,,,NC,1288,,,NN,,US RESIDENTS
NEW ENGLAND,2019,11,,-,,NC,,-,,NN,,-,,NC,5,,,NN,1,,,NC,98,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,11,,-,,NC,,-,,NN,,-,,NC,4,,,NN,24,,,NC,163,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,11,,-,,NC,,-,,NN,,-,,NC,1,,,NN,12,,,NC,174,,,NN,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,11,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,95,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,11,,-,,NC,5,,,NN,,-,,NC,6,,,NN,14,,,NC,202,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,13,,,NC,127,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,11,,-,,NC,1,,,NN,,-,,NC,2,,,NN,10,,,NC,76,,,NN,,WEST SOUTH CENTRAL
MOUNTAIN,2019,11,,-,,NC,3,,,NN,,-,,NC,2,,,NN,13,,,NC,286,,,NN,,MOUNTAIN
PACIFIC,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,67,,,NN,,PACIFIC
US TERRITORIES,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,11,,-,,NC,9,,,NN,,-,,NC,21,,,NN,97,,,NC,1288,,,NN,,TOTAL
NORTH DAKOTA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
OREGON,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
WASHINGTON,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,48,,,NN,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
NORTHERN MARIANA ISLANDS,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NORTH CAROLINA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,7,,,NC,37,,,NN,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2019,11,,-,,NC,2,,,NN,,-,,NC,,-,,NN,4,,,NC,35,,,NN,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2019,11,,-,,NC,1,,,NN,,-,,NC,2,,,NN,6,,,NC,104,,,NN,"MARYLAND
(39.290443, -76.612333)",
IOWA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
U.S. VIRGIN ISLANDS,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KANSAS,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,81,,,NN,"ALABAMA
(32.839182, -86.631125)",
HAWAII,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,19,,,NN,"HAWAII
(21.30992, -157.858158)",
MICHIGAN,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
COLORADO,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,10,,,NN,"COLORADO
(38.841772, -106.132562)",
WYOMING,2019,11,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,13,,,NN,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
NEBRASKA,2019,11,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,1,,,NN,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2019,11,,-,,NC,,-,,NN,,-,,NC,3,,,NN,,-,,NC,51,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VERMONT
(43.622479, -72.51927)",
GEORGIA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,38,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
OHIO,2019,11,,-,,NC,,-,,NN,,-,,NC,1,,,NN,12,,,NC,174,,,NN,"OHIO
(40.056807, -82.405897)",
INDIANA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
GUAM,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
TEXAS,2019,11,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,33,,,NN,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,9,,,NN,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2019,11,,-,,NC,4,,,NN,,-,,NC,4,,,NN,8,,,NC,98,,,NN,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
LOUISIANA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,10,,,NC,43,,,NN,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
DISTRICT OF COLUMBIA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARIZONA,2019,11,,-,,NC,,-,,NN,,-,,NC,1,,,NN,8,,,NC,151,,,NN,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2019,11,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,14,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,33,,,NN,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2019,11,,-,,NC,,-,,NN,,-,,NC,4,,,NN,24,,,NC,163,,,NN,"NEW YORK
(42.826892, -75.544286)",
NEW HAMPSHIRE,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,20,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSOURI,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,4,,,NC,94,,,NN,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,11,,,NN,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2019,11,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2019,11,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,8,,,NN,"NEVADA
(39.491833, -117.070159)",
US RESIDENTS,2019,12,1,,,NC,11,,,NN,3,,,NC,26,,,NN,76,,,NC,1431,,,NN,,US RESIDENTS
NEW ENGLAND,2019,12,,-,,NC,,-,,NN,,-,,NC,6,,,NN,4,,,NC,110,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,12,1,,,NC,1,,,NN,1,,,NC,5,,,NN,14,,,NC,179,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,12,,-,,NC,,-,,NN,,-,,NC,1,,,NN,20,,,NC,194,,,NN,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,12,,-,,NC,,-,,NN,,-,,NC,1,,,NN,11,,,NC,110,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,12,,-,,NC,5,,,NN,2,,,NC,9,,,NN,15,,,NC,227,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,134,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,12,,-,,NC,1,,,NN,,-,,NC,2,,,NN,2,,,NC,79,,,NN,,WEST SOUTH CENTRAL
MOUNTAIN,2019,12,,-,,NC,3,,,NN,,-,,NC,2,,,NN,6,,,NC,307,,,NN,,MOUNTAIN
PACIFIC,2019,12,,-,,NC,1,,,NN,,-,,NC,,-,,NN,4,,,NC,91,,,NN,,PACIFIC
US TERRITORIES,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,12,1,,,NC,11,,,NN,3,,,NC,26,,,NN,76,,,NC,1431,,,NN,,TOTAL
MONTANA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,11,,,NN,"MONTANA
(47.062617, -109.430168)",
U.S. VIRGIN ISLANDS,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WISCONSIN,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2019,12,,-,,NC,1,,,NN,,-,,NC,,-,,NN,4,,,NC,69,,,NN,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,10,,,NN,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
OHIO,2019,12,,-,,NC,,-,,NN,,-,,NC,1,,,NN,20,,,NC,194,,,NN,"OHIO
(40.056807, -82.405897)",
NEVADA,2019,12,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,8,,,NN,"NEVADA
(39.491833, -117.070159)",
WYOMING,2019,12,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WYOMING
(43.23558, -108.110518)",
MICHIGAN,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,7,,,NC,103,,,NN,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2019,12,,-,,NC,4,,,NN,,-,,NC,4,,,NN,7,,,NC,113,,,NN,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,40,,,NN,"TENNESSEE
(35.681402, -85.774444)",
NORTH DAKOTA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
TEXAS,2019,12,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,34,,,NN,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,10,,,NN,"KENTUCKY
(37.64591, -84.774043)",
MAINE,2019,12,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,17,,,NN,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,35,,,NN,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,84,,,NN,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2019,12,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,164,,,NN,"ARIZONA
(34.869712, -111.760902)",
DISTRICT OF COLUMBIA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KANSAS,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
INDIANA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
CONNECTICUT,2019,12,,-,,NC,,-,,NN,,-,,NC,3,,,NN,,-,,NC,54,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,22,,,NN,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2019,12,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,7,,,NN,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2019,12,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2019,12,1,,,NC,1,,,NN,1,,,NC,5,,,NN,14,,,NC,179,,,NN,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2019,12,,-,,NC,1,,,NN,2,,,NC,5,,,NN,8,,,NC,114,,,NN,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,45,,,NN,"LOUISIANA
(31.2931, -92.463284)",
IDAHO,2019,12,,-,,NC,2,,,NN,,-,,NC,,-,,NN,,-,,NC,36,,,NN,"IDAHO
(43.680635, -114.364237)",
NORTHERN MARIANA ISLANDS,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
FLORIDA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
OKLAHOMA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,14,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,43,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,25,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
GUAM,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
VERMONT,2019,12,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VERMONT
(43.622479, -72.51927)",
US RESIDENTS,2019,13,,-,,NC,12,,,NN,3,,,NC,32,,,NN,146,,,NC,1784,,,NN,,US RESIDENTS
NEW ENGLAND,2019,13,,-,,NC,,-,,NN,,-,,NC,6,,,NN,6,,,NC,128,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,13,,-,,NC,1,,,NN,1,,,NC,7,,,NN,21,,,NC,222,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,13,,-,,NC,,-,,NN,,-,,NC,1,,,NN,47,,,NC,240,,,NN,,EAST NORTH CENTRAL
ILLINOIS,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
WEST NORTH CENTRAL,2019,13,,-,,NC,,-,,NN,,-,,NC,1,,,NN,15,,,NC,130,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,13,,-,,NC,5,,,NN,2,,,NC,11,,,NN,17,,,NC,252,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,158,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,13,,-,,NC,1,,,NN,,-,,NC,2,,,NN,16,,,NC,107,,,NN,,WEST SOUTH CENTRAL
